dt,LandAverageTemperature
1961/12/1,3.5
1962/1/1,3.003
1962/2/1,3.696
1962/3/1,5.53
1962/4/1,8.54
1962/5/1,11.128
1962/6/1,13.427
1962/7/1,14.205
1962/8/1,13.713
1962/9/1,12.018
1962/10/1,9.468
1962/11/1,6.283
1962/12/1,3.94
1963/1/1,2.901
1963/2/1,4.02
1963/3/1,5.097
1963/4/1,8.173
1963/5/1,11.045
1963/6/1,13.412
1963/7/1,14.506
1963/8/1,14.309
1963/9/1,12.555
1963/10/1,9.943
1963/11/1,6.561
1963/12/1,3.75
1964/1/1,2.881
1964/2/1,3.028
1964/3/1,4.865
1964/4/1,7.922
1964/5/1,10.905
1964/6/1,13.459
1964/7/1,14.301
1964/8/1,13.678
1964/9/1,11.604
1964/10/1,8.832
1964/11/1,5.983
1964/12/1,3.458
1965/1/1,2.862
1965/2/1,3.036
1965/3/1,5.182
1965/4/1,7.99
1965/5/1,11.222
1965/6/1,13.308
1965/7/1,14.078
1965/8/1,13.807
1965/9/1,11.73
1965/10/1,9.488
1965/11/1,5.86
1965/12/1,3.766
1966/1/1,2.49
1966/2/1,3.29
1966/3/1,5.527
1966/4/1,8.161
1966/5/1,11.2
1966/6/1,13.587
1966/7/1,14.569
1966/8/1,13.731
1966/9/1,12.133
1966/10/1,9.153
1966/11/1,5.969
1966/12/1,3.382
1967/1/1,2.71
1967/2/1,2.905
1967/3/1,5.396
1967/4/1,8.458
1967/5/1,11.632
1967/6/1,13.194
1967/7/1,14.331
1967/8/1,13.821
1967/9/1,12.054
1967/10/1,9.809
1967/11/1,6.176
1967/12/1,3.915
1968/1/1,2.353
1968/2/1,3.245
1968/3/1,6.117
1968/4/1,8.455
1968/5/1,11.068
1968/6/1,13.204
1968/7/1,14.026
1968/8/1,13.524
1968/9/1,11.62
1968/10/1,9.453
1968/11/1,5.891
1968/12/1,3.24
1969/1/1,1.966
1969/2/1,2.45
1969/3/1,5.131
1969/4/1,8.576
1969/5/1,11.354
1969/6/1,13.475
1969/7/1,14.218
1969/8/1,13.804
1969/9/1,12.048
1969/10/1,9.489
1969/11/1,6.42
1969/12/1,4.21
1970/1/1,2.836
1970/2/1,3.735
1970/3/1,5.272
1970/4/1,8.603
1970/5/1,11.206
1970/6/1,13.513
1970/7/1,14.395
1970/8/1,13.658
1970/9/1,12.277
1970/10/1,9.348
1970/11/1,6.047
1970/12/1,3.521
1971/1/1,2.967
1971/2/1,2.867
1971/3/1,5.001
1971/4/1,8.339
1971/5/1,11.211
1971/6/1,13.099
1971/7/1,14.139
1971/8/1,13.879
1971/9/1,12.139
1971/10/1,9.388
1971/11/1,6.295
1971/12/1,3.867
1972/1/1,1.882
1972/2/1,2.609
1972/3/1,5.287
1972/4/1,8.337
1972/5/1,11.155
1972/6/1,13.501
1972/7/1,14.231
1972/8/1,14.171
1972/9/1,11.901
1972/10/1,9.346
1972/11/1,5.797
1972/12/1,3.778
1973/1/1,3.038
1973/2/1,3.898
1973/3/1,5.82
1973/4/1,8.938
1973/5/1,11.769
1973/6/1,13.824
1973/7/1,14.435
1973/8/1,13.869
1973/9/1,12.125
1973/10/1,9.609
1973/11/1,6.222
1973/12/1,3.832
1974/1/1,2.261
1974/2/1,2.582
1974/3/1,5.19
1974/4/1,8.386
1974/5/1,11.198
1974/6/1,13.382
1974/7/1,14.288
1974/8/1,14.016
1974/9/1,11.744
1974/10/1,9.098
1974/11/1,5.915
1974/12/1,3.55
1975/1/1,3.059
1975/2/1,3.395
1975/3/1,5.706
1975/4/1,8.584
1975/5/1,11.742
1975/6/1,13.557
1975/7/1,14.351
1975/8/1,13.514
1975/9/1,12.152
1975/10/1,9.318
1975/11/1,5.893
1975/12/1,3.667
1976/1/1,2.884
1976/2/1,3.031
1976/3/1,4.517
1976/4/1,8.294
1976/5/1,10.942
1976/6/1,13.086
1976/7/1,14.155
1976/8/1,13.511
1976/9/1,11.895
1976/10/1,8.511
1976/11/1,5.66
1976/12/1,3.681
1977/1/1,2.492
1977/2/1,3.471
1977/3/1,5.702
1977/4/1,8.85
1977/5/1,11.78
1977/6/1,13.876
1977/7/1,14.631
1977/8/1,14.09
1977/9/1,11.862
1977/10/1,9.156
1977/11/1,6.544
1977/12/1,3.749
1978/1/1,2.705
1978/2/1,3.456
1978/3/1,5.607
1978/4/1,8.791
1978/5/1,11.414
1978/6/1,13.22
1978/7/1,14.364
1978/8/1,13.297
1978/9/1,12.03
1978/10/1,9.339
1978/11/1,6.35
1978/12/1,3.74
1979/1/1,2.679
1979/2/1,2.841
1979/3/1,5.474
1979/4/1,8.455
1979/5/1,11.199
1979/6/1,13.487
1979/7/1,14.114
1979/8/1,13.833
1979/9/1,12.247
1979/10/1,9.586
1979/11/1,6.286
1979/12/1,4.6
1980/1/1,2.956
1980/2/1,3.652
1980/3/1,5.367
1980/4/1,8.935
1980/5/1,11.77
1980/6/1,13.582
1980/7/1,14.742
1980/8/1,14.189
1980/9/1,12.321
1980/10/1,9.55
1980/11/1,6.684
1980/12/1,4.016
1981/1/1,3.785
1981/2/1,4.021
1981/3/1,6.239
1981/4/1,8.953
1981/5/1,11.565
1981/6/1,13.765
1981/7/1,14.738
1981/8/1,14.502
1981/9/1,12.236
1981/10/1,9.394
1981/11/1,6.273
1981/12/1,4.519
1982/1/1,2.558
1982/2/1,3.281
1982/3/1,4.873
1982/4/1,8.465
1982/5/1,11.348
1982/6/1,13.245
1982/7/1,14.545
1982/8/1,13.796
1982/9/1,12.039
1982/10/1,9.232
1982/11/1,5.961
1982/12/1,4.327
1983/1/1,3.445
1983/2/1,3.814
1983/3/1,5.699
1983/4/1,8.693
1983/5/1,11.729
1983/6/1,13.478
1983/7/1,14.408
1983/8/1,14.302
1983/9/1,12.698
1983/10/1,9.478
1983/11/1,6.765
1983/12/1,3.829
1984/1/1,2.941
1984/2/1,3.093
1984/3/1,5.671
1984/4/1,8.432
1984/5/1,11.976
1984/6/1,13.387
1984/7/1,14.429
1984/8/1,13.984
1984/9/1,12.015
1984/10/1,9.378
1984/11/1,5.811
1984/12/1,3.185
1985/1/1,3.01
1985/2/1,2.704
1985/3/1,5.451
1985/4/1,8.633
1985/5/1,11.426
1985/6/1,13.569
1985/7/1,13.973
1985/8/1,14.059
1985/9/1,11.98
1985/10/1,9.338
1985/11/1,5.968
1985/12/1,3.785
1986/1/1,3.315
1986/2/1,3.991
1986/3/1,5.755
1986/4/1,8.871
1986/5/1,11.581
1986/6/1,13.439
1986/7/1,14.293
1986/8/1,13.972
1986/9/1,11.817
1986/10/1,9.299
1986/11/1,5.919
1986/12/1,3.751
1987/1/1,3.139
1987/2/1,4.134
1987/3/1,5.245
1987/4/1,8.595
1987/5/1,11.525
1987/6/1,13.927
1987/7/1,14.89
1987/8/1,13.896
1987/9/1,12.447
1987/10/1,9.59
1987/11/1,6.056
1987/12/1,4.489
1988/1/1,3.454
1988/2/1,3.422
1988/3/1,5.931
1988/4/1,8.992
1988/5/1,11.852
1988/6/1,14.099
1988/7/1,14.798
1988/8/1,14.553
1988/9/1,12.681
1988/10/1,9.979
1988/11/1,6.295
1988/12/1,4.363
1989/1/1,2.71
1989/2/1,3.627
1989/3/1,5.792
1989/4/1,8.689
1989/5/1,11.28
1989/6/1,13.447
1989/7/1,14.612
1989/8/1,14.135
1989/9/1,12.403
1989/10/1,9.76
1989/11/1,6.179
1989/12/1,4.43
1990/1/1,3.243
1990/2/1,3.643
1990/3/1,6.73
1990/4/1,9.169
1990/5/1,11.831
1990/6/1,13.893
1990/7/1,14.784
1990/8/1,14.095
1990/9/1,12.195
1990/10/1,9.882
1990/11/1,6.92
1990/12/1,4.425
1991/1/1,3.195
1991/2/1,4.044
1991/3/1,5.574
1991/4/1,9.226
1991/5/1,11.616
1991/6/1,14.263
1991/7/1,14.987
1991/8/1,14.319
1991/9/1,12.677
1991/10/1,9.753
1991/11/1,6.44
1991/12/1,4.059
1992/1/1,3.579
1992/2/1,3.931
1992/3/1,5.952
1992/4/1,8.572
1992/5/1,11.535
1992/6/1,13.576
1992/7/1,14.139
1992/8/1,13.766
1992/9/1,11.672
1992/10/1,9.353
1992/11/1,5.889
1992/12/1,4.075
1993/1/1,3.301
1993/2/1,3.745
1993/3/1,5.923
1993/4/1,8.69
1993/5/1,11.475
1993/6/1,13.518
1993/7/1,14.595
1993/8/1,13.835
1993/9/1,11.93
1993/10/1,9.614
1993/11/1,5.738
1993/12/1,4.035
1994/1/1,3.024
1994/2/1,2.81
1994/3/1,5.731
1994/4/1,9.018
1994/5/1,11.684
1994/6/1,14.144
1994/7/1,14.658
1994/8/1,13.977
1994/9/1,12.516
1994/10/1,10.002
1994/11/1,6.788
1994/12/1,4.113
1995/1/1,3.54
1995/2/1,4.656
1995/3/1,5.956
1995/4/1,8.972
1995/5/1,11.57
1995/6/1,14.164
1995/7/1,15.116
1995/8/1,14.636
1995/9/1,12.565
1995/10/1,10.106
1995/11/1,6.761
1995/12/1,4.123
1996/1/1,2.862
1996/2/1,4.012
1996/3/1,5.524
1996/4/1,8.679
1996/5/1,11.588
1996/6/1,13.681
1996/7/1,14.827
1996/8/1,14.603
1996/9/1,12.294
1996/10/1,9.525
1996/11/1,6.547
1996/12/1,4.325
1997/1/1,3.165
1997/2/1,3.766
1997/3/1,6.012
1997/4/1,8.891
1997/5/1,11.593
1997/6/1,14.131
1997/7/1,14.565
1997/8/1,14.256
1997/9/1,12.685
1997/10/1,10.109
1997/11/1,6.841
1997/12/1,4.417
1998/1/1,3.352
1998/2/1,4.826
1998/3/1,6.023
1998/4/1,9.358
1998/5/1,12.291
1998/6/1,14.521
1998/7/1,15.34
1998/8/1,14.874
1998/9/1,12.673
1998/10/1,9.941
1998/11/1,6.404
1998/12/1,4.669
1999/1/1,3.544
1999/2/1,4.694
1999/3/1,5.53
1999/4/1,8.838
1999/5/1,11.706
1999/6/1,14.031
1999/7/1,14.853
1999/8/1,14.348
1999/9/1,12.723
1999/10/1,9.997
1999/11/1,6.592
1999/12/1,4.565
2000/1/1,2.95
2000/2/1,4.184
2000/3/1,6.219
2000/4/1,9.552
2000/5/1,11.874
2000/6/1,14.06
2000/7/1,14.848
2000/8/1,14.519
2000/9/1,12.547
2000/10/1,9.486
2000/11/1,6.312
2000/12/1,3.863
2001/1/1,3.336
2001/2/1,3.72
2001/3/1,6.208
2001/4/1,9.245
2001/5/1,12.271
2001/6/1,14.11
2001/7/1,15.161
2001/8/1,14.427
2001/9/1,12.736
2001/10/1,9.935
2001/11/1,7.319
2001/12/1,4.507
2002/1/1,4.026
2002/2/1,4.704
2002/3/1,6.772
2002/4/1,9.229
2002/5/1,12.248
2002/6/1,14.084
2002/7/1,15.354
2002/8/1,14.56
2002/9/1,12.95
2002/10/1,9.988
2002/11/1,6.892
2002/12/1,4.038
2003/1/1,3.981
2003/2/1,4.085
2003/3/1,6.048
2003/4/1,9.154
2003/5/1,12.153
2003/6/1,14.017
2003/7/1,14.983
2003/8/1,14.691
2003/9/1,12.911
2003/10/1,10.424
2003/11/1,6.727
2003/12/1,5.133
2004/1/1,3.525
2004/2/1,4.499
2004/3/1,6.321
2004/4/1,9.249
2004/5/1,11.571
2004/6/1,13.889
2004/7/1,14.312
2004/8/1,14.188
2004/9/1,12.642
2004/10/1,10.127
2004/11/1,7.315
2004/12/1,4.257
2005/1/1,3.808
2005/2/1,3.92
2005/3/1,6.544
2005/4/1,9.618
2005/5/1,12.226
2005/6/1,14.476
2005/7/1,15.19
2005/8/1,14.51
2005/9/1,13.217
2005/10/1,10.601
2005/11/1,7.423
2005/12/1,4.878
2006/1/1,3.286
2006/2/1,4.43
2006/3/1,6.329
2006/4/1,9.055
2006/5/1,11.786
2006/6/1,14.443
2006/7/1,15.042
2006/8/1,14.913
2006/9/1,12.875
2006/10/1,10.289
2006/11/1,6.955
2006/12/1,4.987
2007/1/1,4.579
2007/2/1,4.221
2007/3/1,6.485
2007/4/1,9.823
2007/5/1,12.518
2007/6/1,14.309
2007/7/1,15.23
2007/8/1,14.752
2007/9/1,12.93
2007/10/1,10.332
2007/11/1,7.084
2007/12/1,4.523
2008/1/1,2.844
2008/2/1,3.576
2008/3/1,6.906
2008/4/1,9.295
2008/5/1,12.054
2008/6/1,14.145
2008/7/1,15.174
2008/8/1,14.377
2008/9/1,12.802
2008/10/1,10.399
2008/11/1,7.224
2008/12/1,4.385
2009/1/1,3.687
2009/2/1,4.094
2009/3/1,6.086
2009/4/1,9.367
2009/5/1,12.112
2009/6/1,14.201
2009/7/1,15.231
2009/8/1,14.655
2009/9/1,13.153
2009/10/1,10.136
2009/11/1,7.031
2009/12/1,4.31
2010/1/1,3.737
2010/2/1,4.399
2010/3/1,6.738
2010/4/1,9.671
2010/5/1,12.406
2010/6/1,14.421
2010/7/1,15.213
2010/8/1,14.768
2010/9/1,12.863
2010/10/1,10.442
2010/11/1,7.487
2010/12/1,4.292
2011/1/1,3.282
2011/2/1,3.743
2011/3/1,6.101
2011/4/1,9.483
2011/5/1,11.986
2011/6/1,14.37
2011/7/1,15.482
2011/8/1,15.012
2011/9/1,12.912
2011/10/1,10.352
2011/11/1,6.814
2011/12/1,4.655
2012/1/1,3.157
2012/2/1,3.628
2012/3/1,6.023
2012/4/1,9.676
2012/5/1,12.59
2012/6/1,14.492
2012/7/1,15.076
2012/8/1,14.72
2012/9/1,13.04
2012/10/1,10.428
2012/11/1,7.156
2012/12/1,4.102
2013/1/1,3.685
2013/2/1,4.222
2013/3/1,6.261
2013/4/1,9.044
2013/5/1,12.195
2013/6/1,14.568
2013/7/1,15.003
2013/8/1,14.742
2013/9/1,13.154
2013/10/1,10.256
2013/11/1,7.424
2013/12/1,4.724
2014/1/1,3.732
2014/2/1,3.5
2014/3/1,6.378
2014/4/1,9.589
2014/5/1,12.582
2014/6/1,14.335
2014/7/1,14.873
2014/8/1,14.875
2014/9/1,13.091
2014/10/1,10.33
2014/11/1,6.713
2014/12/1,4.85
2015/1/1,3.881
2015/2/1,4.664
2015/3/1,6.74
2015/4/1,9.313
2015/5/1,12.312
2015/6/1,14.505
2015/7/1,15.051
2015/8/1,14.755
2015/9/1,12.999
2015/10/1,10.801
2015/11/1,7.433
2015/12/1,5.518
